ID,RT_score,ACC_score
5501,0.15127000000000013,0.083333333
5506,0.28375000000000006,0.25
5507,0.28432750000000007,0.066666667
5518,0.14812000000000003,0.05
5520,0.444955,0.10000000000000009
200,0.100445,0.016666666666666607
1001,0.507285,0.083333333
1002,0.13750000000000007,0.066666667
1004,0.18789999999999996,-0.016666667
1005,0.5849949999999999,0.083333333
1102,0.415385,0
1103,0.16562,0.033333333333333326
1201,0.40937,0.033333333333333326
1202,0.11290999999999984,0.016666666666666607
1203,0.13810750000000005,-0.016666667
1204,0.16327250000000004,0.083333333
1205,0.11417500000000003,0.033333333333333326
1206,0.34209999999999996,0.033333333333333326
1207,0.16710000000000003,0
1208,0.21812999999999994,0.033333333333333326
1209,0.16703499999999993,0
1210,0.284065,0.066666667
1211,0.38404000000000005,0
1212,0.047705,0.016666667
1213,0.10715499999999994,0.083333333
1214,0.26234,0.033333333333333326
1215,0.08097,0.016666667
1303,0.346955,0.1333333333333333
1304,0.17285000000000017,0.016666667
1305,0.19769500000000007,0.083333333
1306,0.20573999999999992,0.016666666666666607
1307,0.3396325000000001,0.1166666666666667
1308,0.5909424999999999,0.016666666666666607
1309,0.5017574999999999,0
1310,0.44711999999999996,0.05
1312,0.33296500000000007,0.18333333333333324
1313,0.41195000000000004,0.016666667
1314,0.0925,-0.016666667
1315,0.23270250000000003,0.016666667
1316,0.6097549999999999,0.066666667
1317,0.15880249999999996,-0.016666667
1318,0.17041499999999998,0.05
1320,0.2499674999999999,0
1321,0.25,0.1
1322,0.26768499999999995,0.050000000000000044
1323,0.23370000000000002,0
1324,0.20855,0.050000000000000044
1325,0.14981,0.016666666666666607
1327,0.43600000000000005,0.11666666666666659
1328,0.14134500000000005,0.1499999999999999
1329,0.4718525,0.21666666666666667
1331,0.0504425,0.033333333333333326
1332,0.13644499999999993,0.050000000000000044
1334,0.4467300000000002,0
1335,0.30133999999999994,0.1
1336,0.4310950000000001,0.016666666666666607
1337,0.3090900000000001,0.033333333333333326
1338,0.20134249999999998,0.033333333333333326
1339,0.38750000000000007,0.083333333
1341,0.25082000000000004,0.1
1342,0.10070750000000006,0.033333333333333326
1343,0.1885000000000001,0
1344,0.2132075,0
1345,0.16934000000000005,0.033333333333333326
1346,0.33253999999999995,0.066666667
1347,0.16719499999999998,0
1348,0.21258500000000002,0.016666666666666607
1349,0.098,0
1350,0.23036000000000012,0.083333333
1351,0.290265,0
1352,0.3940150000000001,0
1353,0.29978499999999997,0.033333333333333326
1354,0.33399999999999996,0.033333333333333326
1355,0.11595499999999992,0.05
1356,0.2667099999999999,0.050000000000000044
1357,0.21785999999999994,0
1358,0.3049700000000002,0.066666667
1359,0.28693,0.016666667
1360,0.13202999999999998,0
1361,0.23865499999999995,0.016666666666666607
1362,0.13745000000000007,0.033333333333333326
1363,0.1585525000000001,0.016666667
1364,0.038595000000000046,0.016666666666666607
1365,0.010547500000000043,0.050000000000000044
1366,0.11699999999999999,0.033333333333333326
1367,0.21482999999999997,0.083333333
1368,0.30200000000000005,0.016666667
1369,0.28325500000000003,0
1370,0.4614999999999999,0
1371,0.29271500000000006,0.050000000000000044
1372,1.0071474999999999,0.1166666666666667
1373,0.28173249999999994,-0.016666667
1374,0.0693875,-0.016666667
1375,0.218275,0.016666667
1376,0.10697249999999991,0.050000000000000044
1377,0.2213775,0.016666667
1379,0.3305149999999999,0.066666667
1380,0.1842275,0.050000000000000044
